speaker,noise_type,snr_label,snr_db,noisy_stoi,noisy_pesq,noisy_sisdr,mmse_stoi,mmse_pesq,mmse_sisdr,wav_stoi,wav_pesq,wav_sisdr
sp05,car,5dB,5,0.7963020863350997,1.1774225234985352,4.485323429107666,0.7256059996816671,1.2070791721343994,5.7117719650268555,0.8017398499701218,1.1705505847930908,4.683028221130371
sp06,car,5dB,5,0.7661887324935018,1.1936895847320557,4.269077777862549,0.7456402014913199,1.220770001411438,5.9203619956970215,0.764303792594752,1.181999683380127,4.71983528137207
sp07,car,5dB,5,0.7879644783251895,1.1942675113677979,4.535435676574707,0.7516266065319586,1.237802267074585,6.2156476974487305,0.7927159848381196,1.1860297918319702,4.8975138664245605
sp08,car,5dB,5,0.78182935844311,1.283071756362915,4.4114298820495605,0.7679942932159752,1.3504270315170288,5.467982769012451,0.786731830999376,1.2762495279312134,4.687512397766113
sp09,car,5dB,5,0.7320624335943938,1.1559760570526123,4.591888427734375,0.7006654890837274,1.2594341039657593,4.825345516204834,0.7442467004343989,1.162511944770813,4.884574890136719
sp10,car,5dB,5,0.7586752355669919,1.1783894300460815,4.38687801361084,0.7387869759115818,1.2509000301361084,4.780394077301025,0.763266351154435,1.1736674308776855,4.780004978179932
sp11,car,5dB,5,0.6898178168282572,1.1489198207855225,4.43524694442749,0.6968103785350809,1.2190501689910889,5.546269416809082,0.7013992165862611,1.1550936698913574,4.694029808044434
sp12,car,5dB,5,0.8124200960274842,1.182981252670288,4.650163173675537,0.8008493322130958,1.2576262950897217,5.713661193847656,0.8217819237962211,1.1771000623703003,4.870733737945557
sp13,car,5dB,5,0.6628195651168269,1.2619681358337402,4.00501823425293,0.6571719110921136,1.285465955734253,5.164053916931152,0.6676094653435714,1.2426685094833374,4.316944599151611
sp14,car,5dB,5,0.6904297924679473,1.1437023878097534,4.604081630706787,0.6949870892789671,1.3085861206054688,6.320615768432617,0.6986129194604151,1.1450380086898804,4.8956804275512695
sp15,car,5dB,5,0.7555847285819137,1.1747658252716064,4.6835103034973145,0.7561982181847835,1.2554264068603516,5.808081150054932,0.7597511866133285,1.1732633113861084,4.969030380249023
sp16,car,5dB,5,0.8105278428661645,1.1633814573287964,3.8188602924346924,0.7869062691168195,1.1977858543395996,5.058647155761719,0.8172539402859781,1.1582781076431274,4.127239227294922
sp17,car,5dB,5,0.7048824716081683,1.091562032699585,4.545694828033447,0.6829106977268177,1.1136964559555054,5.548520088195801,0.7099065886248803,1.0889394283294678,4.878897666931152
sp18,car,5dB,5,0.7219438609351465,1.1466232538223267,4.676026821136475,0.6906632084356803,1.1423568725585938,5.043722152709961,0.7247953034411257,1.1397802829742432,4.918798923492432
sp19,car,5dB,5,0.730966672979743,1.1283575296401978,4.2286376953125,0.7181329500834055,1.157249927520752,6.294778823852539,0.7381482407434641,1.1274558305740356,4.627553462982178
sp20,car,5dB,5,0.814046029035262,1.2194666862487793,4.500692844390869,0.7769540684575416,1.2433594465255737,5.40264892578125,0.8147851709893684,1.2133814096450806,4.710186958312988
sp21,car,5dB,5,0.7394119972245387,1.4227948188781738,4.3205885887146,0.7483997997907262,1.5928025245666504,7.5529584884643555,0.7543022060903638,1.393772006034851,4.976114749908447
